,BoatID,Date,BoatName,Speed,Course,Latitude,Longitude
248,111,2020-01-04 19:00:00,Mason,0.1,O,-38.035,-57.52777
249,111,2020-01-04 19:20:00,Mason,0.2,NE,-38.035,-57.52777
250,111,2020-01-04 19:40:00,Mason,0.1,E,-38.035,-57.52777
251,111,2020-01-04 20:00:00,Mason,0.1,NO,-38.035,-57.52777
252,111,2020-01-04 20:20:00,Mason,0.0,NO,-38.035,-57.52777
253,111,2020-01-04 20:40:00,Mason,0.2,NO,-38.035,-57.52777
254,111,2020-01-04 21:00:00,Mason,0.15000000000000002,SE,-38.035,-57.52777
255,111,2020-01-04 21:20:00,Mason,0.2,SE,-38.035,-57.52777
256,111,2020-01-04 21:40:00,Mason,0.2,O,-38.035,-57.52777
257,111,2020-01-04 22:00:00,Mason,0.05,NO,-38.035,-57.52777
258,111,2020-01-04 22:20:00,Mason,0.2,SE,-38.035,-57.52777
259,111,2020-01-04 22:40:00,Mason,0.1,O,-38.035,-57.52777
260,111,2020-01-04 23:00:00,Mason,0.15000000000000002,O,-38.035,-57.52777
261,111,2020-01-04 23:20:00,Mason,0.1,E,-38.035,-57.52777
262,111,2020-01-04 23:40:00,Mason,0.1,SE,-38.035,-57.52777
263,111,2020-01-05 00:00:00,Mason,0.15000000000000002,E,-38.035,-57.52777
264,111,2020-01-05 00:20:00,Mason,0.3,E,-38.035,-57.52777
265,111,2020-01-05 00:40:00,Mason,0.1,SO,-38.035,-57.52777
266,111,2020-01-05 01:00:00,Mason,0.15000000000000002,O,-38.035135,-57.52777
267,111,2020-01-05 01:20:00,Mason,0.1,SE,-38.03527,-57.52777
268,111,2020-01-05 01:40:00,Mason,0.2,SE,-38.03527,-57.52777
269,111,2020-01-05 02:00:00,Mason,0.05,SE,-38.035,-57.52777
270,111,2020-01-05 02:20:00,Mason,0.2,SE,-38.03527,-57.52777
271,111,2020-01-05 02:40:00,Mason,0.2,SE,-38.035,-57.52777
272,111,2020-01-05 03:00:00,Mason,0.05,SE,-38.035,-57.52777
273,111,2020-01-05 03:20:00,Mason,0.1,SE,-38.035,-57.52777
274,111,2020-01-05 03:40:00,Mason,0.1,NO,-38.035,-57.52777
275,111,2020-01-05 04:00:00,Mason,0.15000000000000002,NO,-38.035,-57.52777
276,111,2020-01-05 04:20:00,Mason,0.2,O,-38.035,-57.52777
277,111,2020-01-05 04:40:00,Mason,0.1,E,-38.035,-57.52777
278,111,2020-01-05 05:00:00,Mason,0.1,S,-38.035,-57.52777
279,111,2020-01-05 05:20:00,Mason,0.2,NO,-38.035,-57.52777
280,111,2020-01-05 05:40:00,Mason,0.1,NO,-38.035,-57.52777
281,111,2020-01-05 06:00:00,Mason,0.1,N,-38.035135,-57.52777
282,111,2020-01-05 06:20:00,Mason,0.1,SE,-38.035,-57.52777
283,111,2020-01-05 06:40:00,Mason,0.0,N,-38.035,-57.52777
284,111,2020-01-05 07:00:00,Mason,0.0,N,-38.035,-57.52777
285,111,2020-01-05 07:20:00,Mason,0.2,SO,-38.035,-57.52777
286,111,2020-01-05 07:40:00,Mason,0.1,NO,-38.035,-57.52777
287,111,2020-01-05 08:00:00,Mason,0.1,NO,-38.035,-57.52777
288,111,2020-01-05 08:20:00,Mason,0.1,NO,-38.035,-57.52777
289,111,2020-01-05 08:40:00,Mason,0.1,NO,-38.035,-57.52777
290,111,2020-01-05 09:00:00,Mason,0.15000000000000002,NO,-38.035,-57.52777
291,111,2020-01-05 09:20:00,Mason,0.0,N,-38.035,-57.52777
292,111,2020-01-05 09:40:00,Mason,0.1,S,-38.035,-57.52777
293,111,2020-01-05 10:00:00,Mason,0.1,SE,-38.035135,-57.52777
294,111,2020-01-05 10:20:00,Mason,0.4,SO,-38.03527,-57.52777
295,111,2020-01-05 10:40:00,Mason,0.6,NE,-38.03527,-57.52777
296,111,2020-01-05 11:00:00,Mason,0.1,SO,-38.035,-57.52777
297,111,2020-01-05 11:20:00,Mason,0.0,N,-38.035,-57.52777
298,111,2020-01-05 11:40:00,Mason,0.1,NO,-38.035,-57.52777
299,111,2020-01-05 12:00:00,Mason,0.15000000000000002,SO,-38.035,-57.52777
300,111,2020-01-05 12:20:00,Mason,0.1,SE,-38.035,-57.52777
301,111,2020-01-05 12:40:00,Mason,0.1,SE,-38.035,-57.52777
302,111,2020-01-05 13:00:00,Mason,0.1,SO,-38.035,-57.52777
303,111,2020-01-05 13:20:00,Mason,0.0,N,-38.035,-57.52777
304,111,2020-01-05 13:40:00,Mason,0.1,NO,-38.035,-57.52777
305,111,2020-01-05 14:00:00,Mason,0.2,O,-38.035,-57.52777
306,111,2020-01-05 14:20:00,Mason,0.0,N,-38.035,-57.52777
307,111,2020-01-05 14:40:00,Mason,0.0,N,-38.035,-57.52777
308,111,2020-01-05 15:00:00,Mason,0.1,SE,-38.035,-57.52777
309,111,2020-01-05 15:20:00,Mason,0.1,NO,-38.035,-57.52777
310,111,2020-01-05 15:40:00,Mason,0.0,N,-38.035,-57.52777
311,111,2020-01-05 16:00:00,Mason,0.05,SE,-38.035,-57.52777
312,111,2020-01-05 16:20:00,Mason,0.1,E,-38.035,-57.52777
313,111,2020-01-05 16:40:00,Mason,0.0,N,-38.035,-57.52777
314,111,2020-01-05 17:00:00,Mason,0.15000000000000002,SE,-38.035,-57.52777
315,111,2020-01-05 17:20:00,Mason,0.1,NO,-38.035,-57.52777
316,111,2020-01-05 17:40:00,Mason,0.1,O,-38.035,-57.52777
317,111,2020-01-05 18:00:00,Mason,0.1,O,-38.035,-57.52777
318,111,2020-01-05 18:20:00,Mason,0.1,SE,-38.035,-57.52777
319,111,2020-01-05 18:40:00,Mason,0.0,N,-38.035,-57.52777
320,111,2020-01-05 19:00:00,Mason,0.05,NE,-38.035,-57.52777
321,111,2020-01-05 19:20:00,Mason,0.1,E,-38.035,-57.52777
322,111,2020-01-05 19:40:00,Mason,0.1,O,-38.035,-57.52777
323,111,2020-01-05 20:00:00,Mason,0.1,NO,-38.035,-57.52777
324,111,2020-01-05 20:20:00,Mason,0.1,NO,-38.035,-57.52777
325,111,2020-01-05 20:40:00,Mason,0.1,NO,-38.035,-57.52777
326,111,2020-01-05 21:00:00,Mason,0.1,N,-38.035,-57.52777
327,111,2020-01-05 21:20:00,Mason,0.1,S,-38.035,-57.52777
328,111,2020-01-05 21:40:00,Mason,0.0,N,-38.035,-57.52777
329,111,2020-01-05 22:00:00,Mason,0.05,O,-38.035,-57.52777
330,111,2020-01-05 22:20:00,Mason,0.1,O,-38.035,-57.52777
331,111,2020-01-05 22:40:00,Mason,0.0,N,-38.035,-57.52777
332,111,2020-01-05 23:00:00,Mason,0.1,NO,-38.035,-57.52777
333,111,2020-01-05 23:20:00,Mason,0.1,SE,-38.035,-57.52777
334,111,2020-01-05 23:40:00,Mason,0.1,E,-38.035,-57.52777
335,111,2020-01-06 00:00:00,Mason,0.05,N,-38.035,-57.52777
336,111,2020-01-06 00:20:00,Mason,0.1,O,-38.035,-57.52777
337,111,2020-01-06 00:40:00,Mason,0.0,E,-38.035,-57.52777
338,111,2020-01-06 01:00:00,Mason,0.0,N,-38.035,-57.52777
339,111,2020-01-06 01:20:00,Mason,0.2,SE,-38.035,-57.52777
340,111,2020-01-06 01:40:00,Mason,0.1,SE,-38.035,-57.52777
341,111,2020-01-06 02:00:00,Mason,0.05,SE,-38.035,-57.52777
342,111,2020-01-06 02:20:00,Mason,0.1,SE,-38.035,-57.52777
343,111,2020-01-06 02:40:00,Mason,0.1,SE,-38.035,-57.52777
344,111,2020-01-06 03:00:00,Mason,0.1,SE,-38.035,-57.52777
345,111,2020-01-06 03:20:00,Mason,0.1,O,-38.035,-57.52777
346,111,2020-01-06 03:40:00,Mason,0.1,NO,-38.035,-57.52777
347,111,2020-01-06 04:00:00,Mason,0.0,N,-38.035,-57.52777
348,111,2020-01-06 04:20:00,Mason,0.0,N,-38.035,-57.52777
349,111,2020-01-06 04:40:00,Mason,0.1,E,-38.035,-57.52777
350,111,2020-01-06 05:00:00,Mason,0.05,N,-38.035,-57.52777
351,111,2020-01-06 05:20:00,Mason,0.0,N,-38.035,-57.52777
352,111,2020-01-06 05:40:00,Mason,0.0,N,-38.035,-57.52777
353,111,2020-01-06 06:00:00,Mason,0.1,NO,-38.035,-57.52777
354,111,2020-01-06 06:20:00,Mason,0.1,S,-38.035,-57.52777
355,111,2020-01-06 06:40:00,Mason,0.1,O,-38.035,-57.52777
356,111,2020-01-06 07:00:00,Mason,0.05,N,-38.035,-57.52777
357,111,2020-01-06 07:20:00,Mason,0.1,S,-38.035,-57.52777
358,111,2020-01-06 07:40:00,Mason,0.0,N,-38.035,-57.52777
359,111,2020-01-06 08:00:00,Mason,0.1,N,-38.035,-57.52777
360,111,2020-01-06 08:20:00,Mason,0.05,NO,-38.035,-57.5275
361,111,2020-01-06 08:40:00,Mason,0.1,SE,-38.03527,-57.52777
362,111,2020-01-06 09:00:00,Mason,1.8,O,-38.043885,-57.534580000000005
363,111,2020-01-06 09:20:00,Mason,0.3,E,-38.045,-57.53722
364,111,2020-01-06 09:40:00,Mason,0.8,E,-38.045,-57.53694
365,111,2020-01-06 10:00:00,Mason,0.2,E,-38.04611,-57.53777
366,111,2020-01-06 10:20:00,Mason,0.1,SE,-38.04611,-57.53777
367,111,2020-01-06 10:40:00,Mason,0.1,O,-38.04611,-57.53777
368,111,2020-01-06 11:00:00,Mason,0.0,N,-38.04611,-57.53777
369,111,2020-01-06 11:20:00,Mason,0.0,N,-38.04611,-57.53777
370,111,2020-01-06 11:40:00,Mason,0.0,N,-38.04611,-57.53777
371,111,2020-01-06 12:00:00,Mason,0.05,N,-38.04611,-57.53777
372,111,2020-01-06 12:20:00,Mason,0.0,N,-38.04611,-57.53777
373,111,2020-01-06 12:40:00,Mason,0.0,SE,-38.04611,-57.53777
374,111,2020-01-06 13:00:00,Mason,0.1,O,-38.04611,-57.53777
375,111,2020-01-06 13:20:00,Mason,0.1,E,-38.04611,-57.53777
376,111,2020-01-06 13:40:00,Mason,0.1,SE,-38.04611,-57.53777
377,111,2020-01-06 14:00:00,Mason,0.05,N,-38.04611,-57.53777
378,111,2020-01-06 14:20:00,Mason,0.1,O,-38.04611,-57.53777
379,111,2020-01-06 14:40:00,Mason,0.0,N,-38.04611,-57.53777
380,111,2020-01-06 15:00:00,Mason,0.05,N,-38.04611,-57.53777
381,111,2020-01-06 15:20:00,Mason,0.0,N,-38.04611,-57.53777
382,111,2020-01-06 15:40:00,Mason,0.1,NO,-38.04611,-57.53777
383,111,2020-01-06 16:00:00,Mason,0.05,N,-38.04611,-57.53777
384,111,2020-01-06 16:20:00,Mason,0.1,E,-38.04611,-57.53777
385,111,2020-01-06 16:40:00,Mason,0.1,SE,-38.04611,-57.53777
386,111,2020-01-06 17:00:00,Mason,0.0,N,-38.04611,-57.53777
387,111,2020-01-06 17:20:00,Mason,0.0,N,-38.04611,-57.53777
388,111,2020-01-06 17:40:00,Mason,0.0,N,-38.04611,-57.53777
389,111,2020-01-06 18:00:00,Mason,0.0,N,-38.04611,-57.53777
391,111,2020-01-06 18:40:00,Mason,0.0,N,-38.04611,-57.53777
392,111,2020-01-06 19:00:00,Mason,0.0,NE,-38.04611,-57.53777
393,111,2020-01-06 19:20:00,Mason,0.0,N,-38.04611,-57.53777
394,111,2020-01-06 19:40:00,Mason,0.0,N,-38.04611,-57.53777
395,111,2020-01-06 20:00:00,Mason,0.05,NO,-38.04611,-57.53777
396,111,2020-01-06 20:20:00,Mason,0.0,N,-38.04611,-57.53777
397,111,2020-01-06 20:40:00,Mason,0.0,N,-38.04611,-57.53777
398,111,2020-01-06 21:00:00,Mason,0.0,N,-38.04611,-57.53777
399,111,2020-01-06 21:20:00,Mason,0.1,NO,-38.04611,-57.53777
400,111,2020-01-06 21:40:00,Mason,0.0,N,-38.04611,-57.53777
401,111,2020-01-06 22:00:00,Mason,0.05,N,-38.04611,-57.53777
402,111,2020-01-06 22:20:00,Mason,0.0,E,-38.04611,-57.53777
403,111,2020-01-06 22:40:00,Mason,0.1,E,-38.04611,-57.53777
404,111,2020-01-06 23:00:00,Mason,0.05,NE,-38.04611,-57.53777
